 District ADDRESS  VALUE   1   2   3   4    5    6    7    8    9
  53   39   53656   1   0   1  10   61    2   43    0    9
  53   40   52296   3   1   2   5   39    2    6   12    9
  53   41   50709   2   0   2   0    5    0    4    0    0
  53   42   47682   2   0   1   5   41    4   19    0   13
  53   43   46208   2   2   3  10   83   11   42   11   15
  53   44   47357   2   0   3  10   32    4   17    0    9
  53   45   45875   2   0   2   5   53    5   14    0   12
  53   46   47729   1   0   1   0   16    0   15    0    0
  53   47   50366   1   0   0   0    0    0    0    0    0
  53   48   51185   1   0   1   5   28    5   13    0   10
  53   49   56056   1   0   1   5   18    2   11    0    5
  53   50   57553   3   0   3  10   27    3    1    0   20
  53   51   57427   3   0   2  10   24    7   11    0    4
  53   52   59571   5   0   2   5   78    5   16    0   18
  53   53   59849   2   0   0   0    0    0    0    0    0
  53   54   62403   2   1   1   5   19    0    1    7    2
  53   55   63333   2   1   1   5   19    1    0    6    8
  53   56   58315   1   0   0   0    0    0    0    0    0
  53   57   51747   2   3   2  10   75   10    4   15   21
  53   58   47089   2   0   1   0   38    2   17    0    4
  53   59   47189   4   0   0   0    0    0    0    0    0
  53   60   49729   1   0   1  10   22    4   15    0    1
  53   61   51949   2   2   2  10   46    6    0   13   13
  53   62   52674   2   2   2  10   64    5   14   16   11
  53   63   50513   3   0   0   0    0    0    0    0    0
  53   64   50224   2   0   2  10   49    4   28    0    9
  53   65   52418   2   0   2   5   25    5    2    0    8
  53   66   52359   2   0   2  10    9    5    0    0    3
  53   67   53757   2   0   3   0   39    0   31    0    1
  53   68   55251   2   0   1  10   42    7   12    0   21
  53   69   54269   3   5   3  10  156   16   41   14   32
  53   70   55484   2   0   1   5   60    1   34    0    7
  53   71   54486   3   0   1   5   16    4    6    0    6
  53   72   53034   3   0   2   5   32    6   18    0    4
  53   73   55576   2   2   2   5   29    5    0    6   16
  53   74   58123   4   0   2  15   93    8   18    0   28
  53   75   60457   2   3   4  10   60    5   18   16   11
  53   76   60047   2   2   1   0   36    1   16   11    4
  53   77   56349   2   1   2  10   83    6   31    5   19
  53   78   52494   2   0   2   5   44    2   14    0    7
  53   79   50647   1   0   1   0    2    0    2    0    0
  53   80   52335   2   0   4   0    1    0    0    0    1
  53   81   53832   2   0   3  10   13    6    5    0    1
  53   82   54151   2   1   2  10   54    5   14   11   15
  53   83   53027   2   2   4  10  113    6   24   19   18
  53   84   49500   2   0   1   0   33    0   22    0    6
  53   85   48499   2   0   0   0    0    0    0    0    0
  53   86   45198   1   0   0   0    0    0    0    0    0
  53   87   42667   2   0   2   0    5    2    0    0    2
  53   88   44689   2   0   0   0    0    0    0    0    0
  53   89   46677   1   0   0   0    0    0    0    0    0
  53   90   52941   2   2   3   5   54    2   14    6    9
  53   91   57739   2   0   2   0    0    0    0    0    0
  53   92   60759   1   0   2   5    4    0    0    0    2
  53   93   61376   2   2   1  10   57    7   18    9   18
  53   94   58060   5   0   2  15   64    9    7    0   25
  53   95   55396   3   1   3   5   77    3   26   10   14
  53   96   53158   2   2   2   5   75    4   17    7   17
  53   97   51987   3   0   2   5   28    5    7    0    8
  53   98   51516   2   0   2   5   26    3    0    0   15
  53   99   54824   2   2   2   0   22    0    0   13    7
  53  100   58405   3   0   2  10   22    4    0    0   10
  53  101   59589   4   0   2  10   65    6   30    0   12
  53  102   60667   4   0   1  10   73    4   16    0   11
  53  103   59977   3   1   1   5   52    4    0    6   19
  53  104   57746   2   1   3  10   80    6   21    9   16
  53  105   52649   5   0   2  10   78    5   30    0   15
  53  106   49958   2   0   1  10   28    3   11    0   11
  53  107   52293   2   0   0   0    0    0    0    0    0
  53  108   54434   3   0   2   5   19    3    2    0    8
  53  109   59578   5   0   0   0    0    0    0    0    0
  53  110   63051   2   1   2  10   40    3   16    8    8
  53  111   61409   3   1   0   0    0    0    0    0    0
  53  112   60208   4   1   2  10   27    6    0    7   13
  53  113   59087   2   0   1   5   11    1    0    0    8
  53  114   57755   2   0   2   5   41    3   18    0    7
  53  115   55620   2   2   1   5   96    6   28   16   20
  53  116   54689   1   0   1   5   43    1   18    0    6
  53  117   54696   2   1   1   5   27    4    0   11    6
  53  118   53189   2   0   4   5   26    2   13    0    0
  53  119   52767   2   1   4   5   36    3    0   12   10
  53  120   51547   3   0   0   0    0    0    0    0    0
  53  121   50453   3   0   1  15   80   12   30    0   24
  53  122   52364   4   1   1   5   29    2   10    3   14
  53  123   52228   2   0   1   5   11    2    0    0    7
  53  124   51598   1   0   0   0    0    0    0    0    0
  53  125   51754   2   0   2   5   23    5    7    0   10
  53  126   51536   4   0   1   5   12    4    0    0    7
  53  127   52650   2   1   2   0   33    0   12    7   10
  53  128   53122   4   0   3   5   54    4   39    0    9
  53  129   51035   1   0   1   0    0    0    0    0    0
  53  130   49232   2   1   0   0    0    0    0    0    0
  53  131   47945   3   0   1  10   66    6   20    0   18
  53  132   47087   2   1   1  10   37    8    0    8   20
  53  133   50618   2   0   1   5   13    3    0    0    5
  53  134   53835   2   0   2   0   10    0    5    0    3
  53  135   56934   3   3   1  10   71    7   30   12   18
  53  136   60576   2   0   4  15   40    6    8    0   14
  53  137   60259   3   0   2   5   14    2    0    0    5
  53  138   59113   3   0   2  10   19    4    4    0   11
  53  139   58013   2   0   2  10   29    2   14    0    9
  53  140   55255   4   0   3   5   37    5    8    0    8
  53  141   55023   3   0   2  10   41    4   14    0   10
  53  142   54924   3   0   4  10   92    6   34    0   23
  53  143   54447   2   1   0   0    0    0    0    0    0
  53  144   56100   4   0   4   5   36    6    5    0   14
  53  145   55417   6   0   1  15   93   10   47    0   30
  53  146   54017   2   0   2   5    9    0    0    0    7
  53  147   52736   2   0   1   5   12    2    0    0    9
  53  148   49340   3   0   3   5   47    5   11    0   17
  53  149   49251   1   0   1   5    0    0    0    0    0
  53  150   51970   2   2   1  10   74    5   16   20   16
  53  151   52947   2   0   1   5   11    2    4    0    5
  53  152   58818   4   0   1  15   39    7    5    0   22
  53  153   60756   3   0   1   5   35    3   14    0   15
  53  154   57277   2   0   1  10   36    2    9    0   13
  53  155   57312   3   2   2   5   21    3    0    5    9
  53  156   54417   2   0   1   5   11    2    0    0    7
  53  157   52612   2   1   2   5   49    3   13    0   14
  53  158   53757   1   0   1   5   21    0   15    0    1
  53  159   53087   4   0   3  10  156    8   50    0   12
  53  160   51900   3   1   2   5   49    5    0   11   12
  53  161   52359   5   0   0   0    0    0    0    0    0
  53  162   54470   2   3   1   5  114    7   20   14   19
  53  163   56947   2   2   3  10   72    3   37   13   11
  53  164   60593   4   0   2  10   23    6    8    0    8
  53  165   63986   4   1   1  10   58    7    4   17   14
  53  166   62527   2   3   2  10   64    6   24   17   16
  53  167   57917   2   0   1  10   14    2    0    0    7
  53  168   56208   3   0   3  10   48    6    3    0   21
  53  169   55262   2   0   2   5   25    3   10    0    7
  53  170   55563   3   0   2   5   20    6    3    0    9
  53  171   56405   5   0   2   5   41    7    7    0   16
  53  172   56211   1   0   1   5   13    1    4    0    7
  53  173   54956   3   3   5  15  104   13   37   18   30
  53  174   53075   2   0   2   5   10    1    4    0    4
  53  175   55458   3   1   1  10   66    4   40   10    9
  53  176   55744   2   0   1  10   21    3    5    0    7
  53  177   53681   2   0   0   0    0    0    0    0    0
  53  178   54705   3   0   1   5   56    3   25    0   19
  53  179   53201   5   0   2   5   36    5    7    0   11
  53  180   51486   3   0   2   5   78    5   14    0   17
  53  181   53682   2   0   1   5   27    1   24    0    0
  53  182   55461   5   0   2  10   64   10   21    0   14
  53  183   55562   2   0   2   0    0    0    0    0    0
  53  184   53554   2   0   1   5   12    1   11    0    0
  53  185   51684   2   1   4   0   16    2    0    9    2
  53  186   50121   1   0   2   0    0    0    0    0    0
  53  187   50840   3   0   2  10   47    5   16    0   26
  53  188   54206   2   0   2   0    7    3    0    0    1
  53  189   53317   3   0   0   0    0    0    0    0    0
  53  190   52624   2   0   2   0   28    2   17    0    0
  53  191   53315   3   1   1   5   46    5   15    9   13
  53  192   48722   1   0   3   5   23    4    3    0   11
  53  193   45924   2   0   2   0   50    2   15    0   14
  53  194   44624   1   0   2   5   25    3   12    0    9
  53  195   42575   2   0   3   5   38    5   24    0    6
  53  196   44633   1   0   0   0    0    0    0    0    0
  53  197   49205   2   3   2   0   75    4   15   11   12
  53  198   54400   1   0   0   0    0    0    0    0    0
  53  199   53677   2   0   1   5   21    2    3    0   13
  53  200   53409   3   0   2   5   21    7    0    0   13
  53  201   51753   3   0   1   0   11    0    0    0    7
  53  202   47461   4   0   0   0    0    0    0    0    0
  53  203   49332   2   0   1   0   28    3   22    0    0
  53  204   50530   2   0   1   5   26    3    0    0   14
  53  205   51732   2   0   1   5   25    4    8    0    9
  53  206   54292   1   0   1   0    0    0    0    0    0
  53  207   56530   4   0   2   5   54    2   24    0    6
  53  208   54499   2   1   4  10  103    6   43   11   17
  53  209   52033   2   0   1   5   13    0    6    0    7
  53  210   50195   2   0   2  10   58    2   13    0   15
  53  211   47944   1   0   0   0    0    0    0    0    0
  53  212   51773   2   0   3   5   10    5    0    0    2
  53  213   58160   1   0   2   5   10    1    0    0    7
  53  214   63322   2   3   2  15   92    7   14   14   27
  53  215   62383   2   2   3  10   63    2   35   15   10
  53  216   59729   5   0   2  10   90    8   44    0   10
  53  217   58456   5   1   4  15   95    8   34    5   24
  53  218   56093   2   0   1  15   88    8   15    0   24
  53  219   57589   4   0   1   5   34    6    0    0   14
  53  220   56994   2   0   1   0   11    0    5    0    4
  53  221   52204   2   2   2   5   57    6    9    9   13
  53  222   49639   1   0   2   0   25    0   19    0    5
  53  223   47812   2   0   2   5   24    3   12    0    5
  53  224   49877   2   1   1   5   14    3    0    3    6
  53  225   54375   1   0   2   5   24    0   21    0    0
  53  226   55623   4   2   1  10   61    6   17   12   24
  53  227   57402   2   0   1   5   49    6   28    0    2
  53  228   58933   4   0   1   5   85    2   29    0   17
  53  229   58712   2   3   2  10  136    7   28   12   15
  53  230   57539   1   0   0   0    0    0    0    0    0
  53  231   54567   3   0   2   5   28    3   11    0    7
  53  232   50925   1   0   2   5   16    3    3    0    5
  53  233   47848   1   0   0   0    0    0    0    0    0
  53  234   50181   2   0   1   5   18    5    7    0    2
  53  235   55802   3   0   1   5   68    5   14    0   17
  53  236   58559   3   0   2  10   15    3    0    0   11
  53  237   60361   5   0   3   5   37    5    2    0   19
  53  238   58662   2   1   0   0    0    0    0    0    0
  53  239   54046   2   0   3   5   25    2    8    0    5
  53  240   52464   2   0   2   0   29    2   27    0    0
  53  241   52546   2   0   0   0    0    0    0    0    0
  53  242   52166   4   0   3  10   56    5   28    0   21
  53  243   50229   3   0   2   5   31    4    3    0    9
  53  244   46116   2   0   1  10   82    2   39    0   11
  53  245   42108   2   1   0   0    0    0    0    0    0
  53  246   40013   2   1   1   5   51    4   11    4   14
  53  247   42228   2   0   3   0   23    5    5    0    7
  53  248   48646   2   0   0   0    0    0    0    0    0
  53  249   51866   2   0   2   5   34    3   25    0    5
  53  250   53766   2   2   2  10   90   10   12    8   19
  53  251   57117   4   1   4   5   61    4    5   13   21
  53  252   56855   4   0   0   0    0    0    0    0    0
  53  253   55633   3   0   2   5   54    5   27    0   20
  53  254   53937   1   0   1   5    0    0    0    0    0
  53  255   51390   2   0   2  10   48    5   22    0   21
  53  256   47871   1   0   1  10   14    4    0    0   10
  53  257   47814   1   0   2   5   14    1   10    0    0
  53  258   50076   2   1   0   0    0    0    0    0    0
  53  259   50290   2   0   0   0    0    0    0    0    0
  53  260   53238   1   0   1   5   13    0    8    0    1
  53  261   52952   1   0   2   5   42    1   13    0   12
  53  262   50916   2   3   2  10   88    8    1   18   26
  53  263   48636   1   0   1   0   18    0   12    0    4
  53  264   46373   2   0   1   0   19    2    6    0    9
  53  265   49180   3   0   1   5   28    4   15    0    6
  53  266   53604   1   0   1  10   46    5   13    0   16
  53  267   57720   2   0   2   5    1    1    0    0    0
  53  268   62018   2   1   2  10   41    4   14   10   12
  53  269   62418   3   1   2   5   56    4   18   16   15
  53  270   58874   2   0   2   5   32    1    2    0   11
  53  271   56519   4   1   3   5   58    7   27    4   19
  53  272   54463   2   0   2  10   18    2    0    0   14
  53  273   54762   4   1   3  10   87    5   24   14   19
  53  274   57127   4   0   2  10   40    5   15    0   18
  53  275   59101   5   0   2  10   47    7   22    0   14
  53  276   59262   2   0   3   5   26    2   20    0    4
  53  277   56374   2   2   1   5   58    5   13   14    8
  53  278   51825   2   0   2   5   29    5   12    0    7
  53  279   48399   1   0   2   5   19    2    8    0    8
  53  280   46438   1   0   1   5   19    3   10    0    4
  53  281   47848   1   0   1  10   19    5    0    0    8
  53  282   54495   2   2   4   5   60    7   12   11   13
  53  283   61953   2   5   2  15   94    9   28   19   22
  53  284   66258   6   0   4  20  133   12   33    0   38
  53  285   66848   3   1   2  10   59    5    9   12   19
  53  286   65997   2   1   3  10   38    1    5    7   14
  53  287   61662   3   2   2   5   88    8   19   12   12
  53  288   57114   5   0   0   0    0    0    0    0    0
  53  289   54771   3   0   3   5   48    4   22    0   10
  53  290   54106   3   0   1  10   58    8   14    0   15
  53  291   54951   3   1   1   5   40    4    0   11   20
  53  292   55163   2   0   0   0    0    0    0    0    0
  53  293   55114   3   0   3  10   28    3   12    0   12
  53  294   51174   2   1   1   5   52    6   10    7   15
  53  295   47266   2   0   0   0    0    0    0    0    0
  53  296   46766   2   0   0   0    0    0    0    0    0
  53  297   51618   5   0   1   5   54    5   24    0   13
  53  298   57278   2   0   3  10   30    4   11    0   12
  53  299   57176   2   0   0   0    0    0    0    0    0
  53  300   54297   1   0   1   5    3    0    0    0    3
  53  301   48690   3   0   4   5   43    6    2    0   14
  53  302   46027   2   0   1   5   23    5    7    0   10
  53  303   47998   2   0   1   0   17    3    7    0    1
  53  304   51616   2   1   1   5    5    2    0    0    3
  53  305   56856   1   0   2   0    0    0    0    0    0
  53  306   60743   3   1   2   5   68    3    8   13   19
  53  307   60516   2   5   2   5   65    8   12   16   16
  53  308   59827   2   1   3   5   19    2    0   10    1
  53  309   54659   1   0   2   0   15    0   10    0    4
  53  310   48180   1   0   1   0   17    2   12    0    3
  53  311   49980   3   1   3   5   42    3    8    2   14
  53  312   53251   2   1   1   5   44    4    0   14    9
  53  313   55920   1   0   0   0    0    0    0    0    0
  53  314   57345   3   1   3   5   57    5   14   10   17
  53  315   58677   2   1   1  10   61    6   16    1   18
  53  316   59897   5   0   2  15  121    7   41    0   23
  53  317   61873   2   1   3  10   85    4   32    8   14
  53  318   62056   3   1   2  10   84    5   14   11   18
  53  319   55148   2   3   2  10   63    4   26    7   24
  53  320   51068   3   1   0   0    0    0    0    0    0
  53  321   50155   1   0   3   0   12    2    5    0    0
  53  322   50905   2   0   1   0    0    0    0    0    0
  53  323   54607   3   0   3  10   75    8   24    0   18
  53  324   56736   2   4   1  15   93   12    9   24   28
  53  325   56868   2   0   2  10   53    3   19    0   20
  53  326   59159   2   1   1   5   43    0   11    9    0
  53  327   63887   4   3   3  15   78   11   18   18   26
  53  328   64944   3   0   1  10   22    3    6    0    5
  53  329   65267   2   0   2  10   17    2    1    0   13
  53  330   63779   1   0   1   5    4    0    0    0    4
  53  331   58995   3   0   0   0    0    0    0    0    0
  53  332   57484   3   0   1  10   45    7   15    0   10
  53  333   54649   2   4   2  10   85    9   21   25   30
  53  334   51614   1   0   2   0   28    0   18    0    6
  53  335   52748   3   0   2   5    9    3    0    0    6
  53  336   52743   1   0   2   0   26    1   18    0    0
  53  337   53713   2   2   3   5   32    4    0   13   10
  53  338   54167   2   0   4  10   39    6    1    0   12
  53  339   51836   3   0   0   0    0    0    0    0    0
  53  340   52798   1   0   3   5   50    4   23    0    7
  53  341   54892   3   0   2   5   43    0   16    0   14
  53  342   55563   2   0   2   5   15    1    9    0    4
  53  343   53529   1   0   0   0    0    0    0    0    0
  53  344   48096   2   1   0   0    0    0    0    0    0
  53  345   44028   2   2   3   5   40    2    0   19   17
  53  346   43090   3   0   1   5   22    6    2    0   10
  53  347   47871   3   0   0   0    0    0    0    0    0
  53  348   54410   2   0   2   5   19    3    0    0   10
  53  349   53630   3   0   0   0    0    0    0    0    0
  53  350   50237   2   1   3  10   43    3   14    5   16
  53  351   47763   2   0   1   5   11    2    6    0    0
  53  352   42423   3   0   2   0   17    1    0    0   12
  53  353   40161   2   0   1   5   35    4   13    0    9
  53  354   43511   2   0   0   0    0    0    0    0    0
  53  355   46191   2   2   2   0   32    4    0   13    6
  53  356   49405   1   0   2   5    9    2    5    0    2
  53  357   54696   2   0   1   5    9    3    0    0    4
  53  358   55327   3   1   2   5   62    5   26    8    8
  53  359   53639   2   1   3   0   16    3    0    9    3
  53  360   53880   1   0   0   0    0    0    0    0    0
  53  361   55929   3   0   2   5   50    3   11    0   10
  53  362   57889   2   1   2   5   15    5    0    1    6
  53  363   57672   6   0   4  10   86    8   28    0   31
  53  364   58675   3   2   2  10   62    4    3   11   24
  53  365   59161   2   5   2  10  102    5   50   24   21
  53  366   60713   2   0   3  10   41    6   18    0   10
  53  367   61939   2   2   3   0   72    0   18   16   10
  53  368   59380   2   0   1  10   42    5    4    0   19
  53  369   56176   2   0   0   0    0    0    0    0    0
  53  370   53856   2   0   1   5   21    6    5    0    8
  53  371   54465   4   0   3  10  119    5   28    0   19
  53  372   55199   2   3   2  10  115    7   26   20   22
  53  373   55928   3   0   2  10   60    7   19    0   21
  53  374   56719   2   0   2   5    8    1    0    0    7
  53  375   56080   2   1   2  10   90    6   28   14   12
  53  376   58464   3   0   2  10   52    5   28    0   14
  53  377   59033   2   0   3  15   39    8    0    0   24
  53  378   57689   2   1   1  10   74    6   20    8   13
  53  379   55989   3   0   0   0    0    0    0    0    0
  53  380   51837   2   0   2   5   68    5   24    0   16
  53  381   48921   1   0   2   5   20    5    0    0   12
  53  382   47939   3   0   0   0    0    0    0    0    0
  53  383   48311   2   0   2   5   24    6    1    0   11
  53  384   48970   2   0   2  10   54    4   16    0   12
  53  385   51297   2   0   1   5   13    2    0    0    6
  53  386   52895   2   0   1  10   29    7    0    0   19
  53  387   53850   2   0   2   0    2    1    1    0    0
  53  388   56413   5   0   1   5   28    3   15    0    5
  53  389   57466   3   0   2  10   29    4    3    0   17
  53  390   57616   2   2   1  10   44    9   17    3    7
  53  391   56635   2   0   1   5   48    0   42    0    2
  53  392   51838   2   0   0   0    0    0    0    0    0
  53  393   46626   2   0   2   5   20    1   11    0    4
  53  394   42862   3   0   1   0   13    3    0    0    8
  53  395   42476   2   1   0   0    0    0    0    0    0
  53  396   45838   2   0   3   5   70    5   23    0    7
  53  397   50681   1   0   2   5    9    0    3    0    2
  53  398   55857   2   0   2  10   42    3   24    0    9
  53  399   56956   2   0   1   5   27    3   14    0    9
  53  400   57012   2   2   2  10   80    6   24   18   13
  53  401   54498   3   0   3  10   25    6    0    0   17
  53  402   51881   4   0   3   5   32    5   13    0    9
  53  403   53261   5   1   3  10   82   11   24   10   28
  53  404   53688   2   1   1   5  115    6   29    6   14
  53  405   55204   2   0   0   0    0    0    0    0    0
  53  406   54046   4   0   1  10   68    4   24    0   19
  53  407   52677   1   0   2   5   17    2   11    0    1
  53  408   55900   3   0   1  10   87    3   14    0   21
  53  409   58003   2   0   2   5   15    1    4    0    6
  53  410   60822   4   0   2   5   15    3    0    0   12
  53  411   61292   2   0   1   5   24    1    9    0    9
  53  412   58025   5   0   2   5   20    3    0    0   13
  53  413   57169   5   1   3  10   39    6    0    0   19
  53  414   55121   2   0   1   5   21    2    8    0    3
  53  415   51271   2   0   2   0    1    1    0    0    0
  53  416   49058   4   0   0   0    0    0    0    0    0
  53  417   46249   3   0   1  10   42    7   15    0   20
  53  418   46626   1   0   0   0    0    0    0    0    0
  53  419   48653   2   0   1  10   58    2   23    0   12
  53  420   48955   3   0   1   5   77    5   28    0   11
  53  421   50707   4   1   2   5   96    6   26    8   12
  53  422   53084   2   2   2  10   71    6   12    4   16
  53  423   56169   2   0   1   5   20    0    7    0    2
  53  424   56679   6   1   3  15  154   12   19    9   34
  53  425   54946   3   2   2  10   95    9   19   15   14
  53  426   53845   3   1   2   5   30    5    0    7   12
  53  427   52072   2   0   0   0    0    0    0    0    0
  53  428   50987   1   0   1   5   28    2   15    0    8
  53  429   51032   2   0   2  10   23    5    0    0   17
  53  430   49326   2   0   2   5   18    1    0    0   16
  53  431   47017   1   0   2   5    9    1    5    0    3
  53  432   46023   1   0   1   0    0    0    0    0    0
  53  433   46076   2   0   0   0    0    0    0    0    0
  53  434   47012   2   1   2   5   23    2   10    3    3
  53  435   49535   2   0   1   5   38    6    7    0   14
  53  436   54957   2   0   2   5   28    3   13    0    3
  53  437   57114   3   2   2  10   72    6   27   12   19
  53  438   56011   2   1   2  10   63    4   31    4   11
  53  439   55481   3   0   2  10   60    5   26    0   13
  53  440   52919   3   0   3   0   19    3    0    0   12
  53  441   53678   1   0   3   5    8    0    4    0    2
  53  442   55469   4   1   3  10   59    9   14   13   17
  53  443   54322   3   0   1   5   42    5   16    0    8
  53  444   52163   1   0   0   0    0    0    0    0    0
  53  445   50293   2   0   1  10   45    7    5    0   22
  53  446   51045   1   0   1   5   43    3   24    0    9
  53  447   53928   1   0   1   0    0    0    0    0    0
  53  448   57743   5   1   3  10   77    7   20   18   21
  53  449   56759   3   0   1  10   33    5   17    0   11
  53  450   54535   3   1   2  10  124    7   28    8   21
  53  451   54418   2   0   1   5    3    3    0    0    0
  53  452   53003   2   2   1  10   94    8   27   18   31
  53  453   54367   3   4   2  15   97   11   31   18   30
  53  454   54827   2   0   2  10   72    3   34    0   12
  53  455   53368   3   1   0   0    0    0    0    0    0
  53  456   54861   5   1   2  10  126   10   24    7   24
  53  457   56286   6   1   3  15  104   10   39    7   24
  53  458   57996   2   0   0   0    0    0    0    0    0
  53  459   60163   4   0   3   5   42    2   14    0   14
  53  460   59048   1   0   2   5   46    0   14    0   10
  53  461   54864   2   0   2  10   48    3    9    0   17
  53  462   52803   2   0   2   0    3    0    0    0    3
  53  463   52354   2   0   0   0    0    0    0    0    0
  53  464   54874   3   0   3   5   32    6    5    0   11
  53  465   60429   2   0   1   5    2    0    0    0    2
  53  466   61368   5   0   2  15   51    4   12    0   29
  53  467   57081   1   0   1   5   39    5   17    0   10
  53  468   51356   1   0   1   5   41    6   14    0    6
  53  469   48512   1   0   1   5   30    2   12    0    9
  53  470   49556   3   0   2  10   78    3   15    0   21
  53  471   54367   4   0   3  10   80    9   42    0   19
  53  472   58144   1   0   0   0    0    0    0    0    0
  53  473   56880   2   0   1   5   23    0    5    0   10
  53  474   52501   2   0   0   0    0    0    0    0    0
  53  475   47008   2   0   3   0   13    3    0    0    6
  53  476   45419   4   0   2   5   68    6   27    0   14
  53  477   45668   3   1   1   5   25    2    6    0   16
  53  478   48136   2   0   4   0    8    2    1    0    4
  53  479   54389   2   2   1  10   87    5   32   12   20
  53  480   57145   2   1   1   5   91    6   34   18    6
  53  481   56251   2   1   2   5   41    3   13   12   11
  53  482   54023   2   1   0   0    0    0    0    0    0
  53  483   52855   5   0   3  15  109   11   48    0   22
  53  484   51414   2   1   0   0    0    0    0    0    0
  53  485   52162   2   0   2   5   11    1    6    0    1
  53  486   56710   2   0   1   5   12    3    3    0    5
  53  487   54765   4   0   2  10   48    5   26    0   17
  53  488   54215   3   0   2   5   46    3   16    0    8
  53  489   55606   3   1   2   5   45    6   14    6   11
  53  490   53681   2   0   2   5   45    0   17    0    9
  53  491   54918   3   0   4   5   38    3   23    0    8
  53  492   52430   2   2   0   0    0    0    0    0    0
  53  493   49604   4   1   2  10   92    9   42   12   29
  53  494   51137   2   0   2   0   46    4   17    0    2
  53  495   49415   2   0   2   5    5    2    0    0    2
  53  496   50457   1   0   1  10   90    6   31    0   22
  53  497   54714   2   1   2   5   28    5    3    9   10
  53  498   54850   2   1   3   5   44    3   19    6    6
  53  499   56228   4   0   2  10   75    6   20    0   17
  53  500   58070   2   0   2   0   10    0   10    0    0
  53  501   57389   3   0   1  10   31    7    0    0   18
  53  502   57345   3   1   1   0   29    0   12    6    6
  53  503   57687   2   2   0   0    0    0    0    0    0
  53  504   58107   2   3   3  15  157    6   32   10   19
  53  505   57961   2   0   1  10   53    4    9    0   17
  53  506   57339   3   1   2   5   61    5   20   15    8
  53  507   57639   5   1   1  15  109   11   33    9   23
  53  508   58866   2   0   1  15   57    8   21    0   19
  53  509   58051   3   0   1   5   15    3    4    0    7
  53  510   56023   4   0   3  10   45    6   18    0   15
  53  511   55089   1   0   1   5    2    2    0    0    0
  53  512   52063   1   0   3   0    0    0    0    0    0
  53  513   51246   2   1   2   5   23    4    0    6    8
  53  514   54207   3   1   2  10   65    9    6    9   21
  53  515   53057   2   0   3  10   39    7    5    0   17
  53  516   51398   2   0   1   5    9    2    0    0    5
  53  517   49193   2   0   1   0   11    3    6    0    2
  53  518   45481   2   2   1   5   85    1   29   18   20
  53  519   47323   4   0   0   0    0    0    0    0    0
  53  520   50474   4   1   2  10   86    6   32    9   19
  53  521   51251   2   0   2   5   36    3   15    0    5
  53  522   52099   4   0   2  10  100    8   35    0   24
  53  523   53878   2   0   2   5   48    4   17    0   15
  53  524   53733   2   0   2  10   32    5    4    0   15
  53  525   54028   2   3   2   5  128    4   30   12   16
  53  526   54276   4   1   4   5   75    8   23   12   14
  53  527   49126   3   0   1   5   19    3    9    0    7
  53  528   46937   1   0   0   0    0    0    0    0    0
  53  529   48953   2   0   1   5   15    2    9    0    0
  53  530   49002   3   0   1   5   21    4    0    0    9
  53  531   51664   3   0   2  10   23    6    0    0   15
  53  532   54082   2   0   3   0    5    2    3    0    0
  53  533   54859   3   0   1   5   41    3   19    0   10
  53  534   56618   2   0   0   0    0    0    0    0    0
  53  535   55815   6   0   3  15   75   10   28    0   32
  53  536   56242   3   1   2   5   52    6   18    8    6
  53  537   56357   2   0   2  10   37    3   19    0    8
  53  538   55616   2   1   1   5   53    2   25   11    5
  53  539   56501   2   0   1   0   28    2   18    0    4
  53  540   53285   2   0   0   0    0    0    0    0    0
  53  541   51561   1   0   2   5   12    4    0    0    3
  53  542   52353   3   1   2   5   74    2   38   14   15
  53  543   51662   1   0   2   5   37    3    9    0    9
  53  544   53145   2   1   3   5   22    2    0   13    5
  53  545   52585   2   2   2   5   82    5   30    8   15
  53  546   48762   2   0   0   0    0    0    0    0    0
  53  547   46398   2   1   0   0    0    0    0    0    0
  53  548   45228   1   0   0   0    0    0    0    0    0
  53  549   46015   2   1   4   5   74    7   30   10   14
  53  550   49844   2   0   2  10   14    5    0    0    8
  53  551   55810   1   0   3   5   19    0   10    0    1
  53  552   59040   4   0   1   5   42    4   22    0   14
  53  553   57417   1   0   1  10   19    2    1    0   13
  53  554   55921   3   1   2  10   75    6   38    8   23
  53  555   52942   2   0   1   5    7    1    2    0    3
  53  556   52159   1   0   1   5    7    2    3    0    0
  53  557   53734   1   0   0   0    0    0    0    0    0
  53  558   53088   3   0   1   5   47    0   22    0   16
  53  559   51233   3   0   3   0   39    2   13    0    8
  53  560   48928   1   0   2   0   10    0    0    0    7
  53  561   48961   1   0   0   0    0    0    0    0    0
  53  562   48926   2   1   1   5   66    6    3   12   15
  53  563   48191   2   0   1   5   25    2    4    0   13
  53  564   46526   2   0   1   0   39    0   29    0    2
  53  565   45155   1   0   1   5   18    5    0    0    9
  53  566   48703   2   2   0   0    0    0    0    0    0
  53  567   51781   6   1   0   0    0    0    0    0    0
  53  568   53196   2   1   2  10   46    5   21    2   15
  53  569   54501   4   1   0   0    0    0    0    0    0
  53  570   51178   2   0   0   0    0    0    0    0    0
  53  571   50852   7   2   2  10  130   15   44    6   30
  53  572   53690   3   0   0   0    0    0    0    0    0
  53  573   53691   2   2   2  10  110    5   27   11   23
  53  574   55277   4   0   1  10   72    5   19    0   19
  53  575   54969   3   1   0   0    0    0    0    0    0
